student_key,student_id,first_name,last_name,gender,nationality,birthdate,grade_level,class_id
2800,2800,Mariam,Al Mazrouei,F,Bangladeshi,2008-05-05,9,26
2801,2801,Layla,Al Saadi,F,Lebanese,2015-01-03,2,5
2802,2802,Ali,Al Shamsi,M,Bangladeshi,2015-10-24,2,6
2803,2803,Sara,Al Saadi,F,Syrian,2006-12-03,11,33
2804,2804,Saif,Al Saadi,M,Jordanian,2007-09-01,12,34
2805,2805,Salem,Al Suwaidi,M,Syrian,2018-01-16,1,1
2806,2806,Saif,Al Falahi,M,Egyptian,2013-09-28,6,17
2807,2807,Ali,Al Zarooni,M,Emirati,2008-01-16,10,30
2808,2808,Sara,Al Mansoori,F,Emirati,2005-11-28,12,34
2809,2809,Khalid,Al Saadi,M,Emirati,2011-02-27,6,18
2810,2810,Hind,Al Saadi,F,Emirati,2014-10-13,5,13
2811,2811,Mohammed,Al Falahi,M,Emirati,2013-08-04,6,18
2812,2812,Khalid,Al Shamsi,M,Syrian,2007-11-30,10,29
2813,2813,Khalid,Al Murri,M,Other,2009-02-11,10,29
2814,2814,Khalid,Al Suwaidi,M,Arab (Other),2007-11-02,11,31
2815,2815,Omar,Al Suwaidi,M,African,2014-10-10,5,13
2816,2816,Reem,Al Mansoori,F,Arab (Other),2017-11-29,1,3
2817,2817,Sara,Al Suwaidi,F,American,2015-12-20,4,11
2818,2818,Yousef,Al Murri,M,Emirati,2013-09-30,4,10
2819,2819,Noor,Al Shamsi,F,Indian,2007-09-19,11,33
2820,2820,Omar,Al Murri,M,Canadian,2013-09-23,6,17
2821,2821,Ali,Al Nuaimi,M,Emirati,2006-01-20,12,34
2822,2822,Zayed,Al Rashedi,M,Bangladeshi,2014-03-08,5,15
2823,2823,Khalid,Al Rashedi,M,Bangladeshi,2006-01-26,11,31
2824,2824,Layla,Al Rashedi,F,Jordanian,2014-11-14,3,8
2825,2825,Ali,Al Nuaimi,M,Palestinian,2005-07-28,12,36
2826,2826,Yousef,Al Nuaimi,M,Bangladeshi,2006-03-21,11,33
2827,2827,Reem,Al Zarooni,F,Emirati,2009-07-24,9,27
2828,2828,Yasmin,Al Mansoori,F,Jordanian,2014-06-04,5,14
2829,2829,Khalid,Al Zarooni,M,Emirati,2008-06-16,11,31
2830,2830,Saif,Al Mazrouei,M,Other,2016-01-06,2,4
2831,2831,Omar,Al Shamsi,M,Arab (Other),2006-07-24,12,36
2832,2832,Salem,Al Saadi,M,African,2010-01-18,9,27
2833,2833,Reem,Al Saadi,F,Emirati,2016-09-10,1,3
2834,2834,Saif,Al Mansoori,M,Emirati,2010-06-02,8,24
2835,2835,Mohammed,Al Shamsi,M,American,2009-03-19,8,24
2836,2836,Mohammed,Al Mazrouei,M,Jordanian,2017-08-08,1,2
2837,2837,Aisha,Al Rashedi,F,Other,2008-10-18,11,32
2838,2838,Lina,Al Falahi,F,Pakistani,2014-02-13,5,13
2839,2839,Yousef,Al Mazrouei,M,Indian,2012-02-21,6,17
2840,2840,Hind,Al Rashedi,F,Palestinian,2014-11-25,3,9
2841,2841,Mariam,Al Falahi,F,Syrian,2011-03-25,6,16
2842,2842,Omar,Al Mazrouei,M,Lebanese,2015-01-07,4,11
2843,2843,Zayed,Al Mansoori,M,Emirati,2017-04-26,2,5
2844,2844,Salem,Al Suwaidi,M,Filipino,2008-10-25,9,27
2845,2845,Aisha,Al Rashedi,F,Emirati,2016-04-07,3,8
2846,2846,Mohammed,Al Shamsi,M,American,2014-10-09,4,11
2847,2847,Mariam,Al Mansoori,F,Palestinian,2009-03-07,9,27
2848,2848,Noor,Al Saadi,F,British,2009-06-14,9,26
2849,2849,Salem,Al Saadi,M,Bangladeshi,2016-07-01,1,3
2850,2850,Hassan,Al Suwaidi,M,Canadian,2013-07-16,5,14
2851,2851,Khalid,Al Falahi,M,Indian,2010-01-01,7,20
2852,2852,Saif,Al Saadi,M,Indian,2014-05-19,4,11
2853,2853,Reem,Al Nuaimi,F,Indian,2010-01-25,8,22
2854,2854,Yasmin,Al Falahi,F,Emirati,2010-06-09,7,19
2855,2855,Khalid,Al Saadi,M,Egyptian,2005-12-31,12,34
2856,2856,Mohammed,Al Saadi,M,Indian,2010-07-21,8,24
2857,2857,Sara,Al Mazrouei,F,Lebanese,2011-11-18,7,21
2858,2858,Sara,Al Mansoori,F,Egyptian,2016-11-07,3,8
2859,2859,Aisha,Al Nuaimi,F,Palestinian,2010-05-02,9,25
2860,2860,Ali,Al Suwaidi,M,Emirati,2010-05-15,8,23
2861,2861,Lina,Al Zarooni,F,American,2011-11-06,6,18
2862,2862,Sara,Al Rashedi,F,Emirati,2012-10-03,7,21
2863,2863,Mariam,Al Mazrouei,F,Emirati,2010-07-13,8,22
2864,2864,Yousef,Al Zarooni,M,Syrian,2012-07-23,7,20
2865,2865,Omar,Al Saadi,M,Pakistani,2016-12-10,1,2
2866,2866,Layla,Al Falahi,F,Lebanese,2008-08-31,11,33
2867,2867,Khalid,Al Murri,M,Pakistani,2013-09-30,6,18
2868,2868,Layla,Al Mazrouei,F,Emirati,2015-11-13,4,12
2869,2869,Fatima,Al Rashedi,F,Palestinian,2009-07-28,10,29
2870,2870,Yousef,Al Rashedi,M,Egyptian,2014-07-16,5,13
2871,2871,Saif,Al Shamsi,M,Emirati,2012-01-04,6,18
2872,2872,Ali,Al Zarooni,M,Syrian,2007-05-02,11,31
2873,2873,Ali,Al Mazrouei,M,Egyptian,2012-09-28,5,13
2874,2874,Aisha,Al Nuaimi,F,Egyptian,2011-01-06,8,24
2875,2875,Reem,Al Falahi,F,Indian,2018-11-24,1,3
2876,2876,Yousef,Al Suwaidi,M,Emirati,2014-08-24,5,15
2877,2877,Reem,Al Mansoori,F,Pakistani,2014-11-29,3,7
2878,2878,Hind,Al Falahi,F,Emirati,2017-09-10,1,2
2879,2879,Noor,Al Shamsi,F,Bangladeshi,2012-06-12,7,19
2880,2880,Saif,Al Rashedi,M,Syrian,2006-02-16,11,31
2881,2881,Ahmed,Al Zarooni,M,Emirati,2012-04-18,5,14
2882,2882,Khalid,Al Murri,M,Palestinian,2014-12-18,3,7
2883,2883,Omar,Al Mansoori,M,Indian,2014-01-07,4,11
2884,2884,Ali,Al Saadi,M,Indian,2015-08-18,4,11
2885,2885,Zayed,Al Suwaidi,M,Pakistani,2017-02-02,1,1
2886,2886,Yousef,Al Falahi,M,Emirati,2010-04-28,8,22
2887,2887,Aisha,Al Nuaimi,F,Egyptian,2014-09-27,4,10
2888,2888,Ahmed,Al Murri,M,Emirati,2015-10-30,4,10
2889,2889,Zayed,Al Rashedi,M,Arab (Other),2012-07-06,5,14
2890,2890,Yousef,Al Mansoori,M,Pakistani,2008-02-10,9,25
2891,2891,Lina,Al Rashedi,F,Palestinian,2005-07-27,12,35
2892,2892,Hind,Al Murri,F,Egyptian,2011-11-07,7,19
2893,2893,Saif,Al Mansoori,M,Egyptian,2014-04-06,5,14
2894,2894,Yasmin,Al Mansoori,F,Indian,2012-11-24,7,19
2895,2895,Mohammed,Al Suwaidi,M,Emirati,2013-04-08,6,16
2896,2896,Layla,Al Rashedi,F,Indian,2009-10-17,10,28
2897,2897,Hind,Al Shamsi,F,Emirati,2007-05-03,11,31
2898,2898,Hind,Al Mansoori,F,Lebanese,2011-08-13,8,23
2899,2899,Hassan,Al Rashedi,M,British,2015-11-30,3,9
2900,2900,Mohammed,Al Mazrouei,M,Indian,2010-01-01,7,20
2901,2901,Salem,Al Mazrouei,M,Emirati,2012-04-18,7,20
2902,2902,Yasmin,Al Saadi,F,Bangladeshi,2017-12-11,2,6
2903,2903,Yousef,Al Saadi,M,Syrian,2009-01-30,9,25
2904,2904,Yasmin,Al Murri,F,Arab (Other),2011-10-10,8,22
2905,2905,Aisha,Al Falahi,F,Emirati,2009-12-11,10,28
2906,2906,Ali,Al Suwaidi,M,American,2013-04-15,6,17
2907,2907,Hind,Al Zarooni,F,Indian,2006-09-02,12,35
2908,2908,Zayed,Al Falahi,M,Emirati,2018-06-21,1,2
2909,2909,Layla,Al Rashedi,F,Syrian,2017-01-20,2,5
2910,2910,Mariam,Al Falahi,F,Emirati,2013-08-11,4,12
2911,2911,Yousef,Al Zarooni,M,Emirati,2011-01-02,6,17
2912,2912,Hind,Al Suwaidi,F,Emirati,2015-09-18,4,11
2913,2913,Noor,Al Nuaimi,F,American,2007-05-25,12,36
2914,2914,Mariam,Al Murri,F,Bangladeshi,2010-04-22,7,19
2915,2915,Reem,Al Mansoori,F,Bangladeshi,2010-05-12,9,27
2916,2916,Lina,Al Nuaimi,F,Emirati,2008-11-01,10,28
2917,2917,Fatima,Al Suwaidi,F,Pakistani,2015-04-24,4,10
2918,2918,Mariam,Al Nuaimi,F,Emirati,2014-12-27,3,9
2919,2919,Lina,Al Saadi,F,Indian,2013-06-23,4,11
2920,2920,Ahmed,Al Falahi,M,Indian,2009-12-24,8,23
2921,2921,Layla,Al Suwaidi,F,Canadian,2006-09-12,12,36
2922,2922,Mohammed,Al Murri,M,Palestinian,2009-02-02,9,27
2923,2923,Lina,Al Zarooni,F,Emirati,2014-10-07,3,9
2924,2924,Sara,Al Murri,F,Pakistani,2018-07-16,1,3
2925,2925,Fatima,Al Shamsi,F,Pakistani,2012-10-21,5,14
2926,2926,Mariam,Al Nuaimi,F,Emirati,2011-11-16,7,21
2927,2927,Ali,Al Mazrouei,M,Canadian,2013-08-16,4,10
2928,2928,Ali,Al Saadi,M,Emirati,2011-02-12,7,19
2929,2929,Mohammed,Al Falahi,M,Emirati,2012-08-18,5,14
2930,2930,Hind,Al Shamsi,F,Arab (Other),2007-06-17,11,32
2931,2931,Noor,Al Mansoori,F,Jordanian,2014-01-03,4,11
2932,2932,Ali,Al Zarooni,M,Lebanese,2007-03-09,10,29
2933,2933,Ahmed,Al Murri,M,Emirati,2014-03-20,5,14
2934,2934,Khalid,Al Shamsi,M,Lebanese,2011-01-03,7,20
2935,2935,Hassan,Al Mazrouei,M,Lebanese,2005-04-30,12,34
2936,2936,Yasmin,Al Falahi,F,Pakistani,2017-04-10,1,1
2937,2937,Salem,Al Shamsi,M,Pakistani,2014-11-26,3,7
2938,2938,Mohammed,Al Falahi,M,Pakistani,2008-09-30,9,27
2939,2939,Salem,Al Shamsi,M,Indian,2015-10-26,4,12
2940,2940,Aisha,Al Rashedi,F,Palestinian,2007-03-11,11,33
2941,2941,Noor,Al Suwaidi,F,Indian,2014-05-19,3,8
2942,2942,Khalid,Al Murri,M,American,2014-09-09,3,8
2943,2943,Saif,Al Falahi,M,Pakistani,2009-05-09,8,22
2944,2944,Noor,Al Rashedi,F,Bangladeshi,2017-01-01,1,3
2945,2945,Salem,Al Shamsi,M,Arab (Other),2008-02-16,11,31
2946,2946,Saif,Al Rashedi,M,Filipino,2012-01-09,5,14
2947,2947,Khalid,Al Suwaidi,M,Emirati,2010-08-24,7,20
2948,2948,Saif,Al Nuaimi,M,Lebanese,2012-06-07,5,13
2949,2949,Ali,Al Shamsi,M,Other,2012-01-02,7,19
2950,2950,Mohammed,Al Rashedi,M,Arab (Other),2010-09-21,7,20
2951,2951,Mariam,Al Saadi,F,Indian,2015-08-08,4,10
2952,2952,Yousef,Al Zarooni,M,Lebanese,2009-08-04,9,25
2953,2953,Mariam,Al Zarooni,F,Emirati,2015-07-26,3,7
2954,2954,Salem,Al Mazrouei,M,Bangladeshi,2007-02-17,11,31
2955,2955,Lina,Al Saadi,F,Lebanese,2016-07-04,2,4
2956,2956,Reem,Al Shamsi,F,Lebanese,2011-03-20,7,19
2957,2957,Zayed,Al Suwaidi,M,Emirati,2015-10-24,2,6
2958,2958,Mohammed,Al Suwaidi,M,Emirati,2017-05-20,1,2
2959,2959,Lina,Al Mansoori,F,Emirati,2007-06-15,10,29
2960,2960,Aisha,Al Mansoori,F,Syrian,2013-02-09,4,12
2961,2961,Lina,Al Zarooni,F,Indian,2009-08-25,10,30
2962,2962,Yousef,Al Rashedi,M,Emirati,2009-06-04,8,24
2963,2963,Salem,Al Nuaimi,M,Emirati,2011-08-15,6,18
2964,2964,Saif,Al Falahi,M,British,2011-03-19,8,23
2965,2965,Ali,Al Saadi,M,Emirati,2009-02-15,8,23
2966,2966,Saif,Al Saadi,M,Emirati,2007-03-10,10,28
2967,2967,Sara,Al Mansoori,F,Emirati,2014-03-02,5,15
2968,2968,Salem,Al Suwaidi,M,Emirati,2011-10-11,7,19
2969,2969,Fatima,Al Mazrouei,F,Arab (Other),2010-06-05,7,20
2970,2970,Yasmin,Al Falahi,F,Emirati,2017-08-24,1,2
2971,2971,Ali,Al Zarooni,M,Indian,2006-07-01,12,34
2972,2972,Sara,Al Mansoori,F,Arab (Other),2015-04-22,2,4
2973,2973,Yousef,Al Murri,M,Bangladeshi,2008-12-12,10,29
2974,2974,Noor,Al Suwaidi,F,Bangladeshi,2011-04-24,6,18
2975,2975,Khalid,Al Shamsi,M,Emirati,2007-02-23,12,36
2976,2976,Mariam,Al Saadi,F,Palestinian,2005-02-22,12,36
2977,2977,Fatima,Al Murri,F,British,2014-06-16,5,14
2978,2978,Hind,Al Zarooni,F,Bangladeshi,2017-08-19,1,3
2979,2979,Lina,Al Falahi,F,British,2014-05-17,3,8
2980,2980,Saif,Al Shamsi,M,Palestinian,2012-04-28,7,20
2981,2981,Hind,Al Nuaimi,F,Filipino,2018-11-10,1,1
2982,2982,Hassan,Al Mansoori,M,Jordanian,2006-09-13,11,32
2983,2983,Mohammed,Al Rashedi,M,Canadian,2017-02-23,2,5
2984,2984,Saif,Al Mazrouei,M,Indian,2011-10-14,7,19
2985,2985,Khalid,Al Suwaidi,M,Filipino,2016-07-11,3,8
2986,2986,Noor,Al Saadi,F,Bangladeshi,2010-10-26,9,27
2987,2987,Ali,Al Falahi,M,Filipino,2014-12-30,4,11
2988,2988,Mohammed,Al Saadi,M,Arab (Other),2011-11-29,7,21
2989,2989,Zayed,Al Shamsi,M,Bangladeshi,2016-01-02,2,4
2990,2990,Mohammed,Al Suwaidi,M,Emirati,2014-11-27,5,15
2991,2991,Mariam,Al Saadi,F,Emirati,2008-07-16,10,30
2992,2992,Sara,Al Rashedi,F,Emirati,2009-01-14,9,26
2993,2993,Layla,Al Rashedi,F,Indian,2010-11-23,7,20
2994,2994,Fatima,Al Falahi,F,Pakistani,2006-01-16,12,36
2995,2995,Reem,Al Nuaimi,F,Indian,2016-07-12,2,4
2996,2996,Omar,Al Rashedi,M,Pakistani,2014-03-13,5,13
2997,2997,Hind,Al Mazrouei,F,Egyptian,2017-12-15,2,4
2998,2998,Fatima,Al Shamsi,F,Bangladeshi,2016-08-12,1,1
2999,2999,Lina,Al Mazrouei,F,American,2014-02-18,5,15
3000,3000,Zayed,Al Rashedi,M,Emirati,2010-03-03,8,23
3001,3001,Ahmed,Al Rashedi,M,Emirati,2009-08-23,10,29
3002,3002,Ali,Al Murri,M,Syrian,2017-02-26,2,5
3003,3003,Hassan,Al Mansoori,M,Pakistani,2014-07-02,3,9
3004,3004,Hind,Al Rashedi,F,Pakistani,2010-04-04,7,19
3005,3005,Zayed,Al Nuaimi,M,American,2007-01-24,10,29
3006,3006,Saif,Al Murri,M,Emirati,2009-02-02,9,26
3007,3007,Fatima,Al Shamsi,F,Bangladeshi,2014-09-04,4,12
3008,3008,Saif,Al Zarooni,M,Emirati,2015-02-03,4,10
3009,3009,Yousef,Al Shamsi,M,Arab (Other),2008-09-03,9,26
3010,3010,Hassan,Al Suwaidi,M,Egyptian,2014-09-27,4,12
3011,3011,Salem,Al Murri,M,Emirati,2007-01-08,11,31
3012,3012,Mariam,Al Mazrouei,F,Arab (Other),2011-04-10,6,16
3013,3013,Saif,Al Murri,M,Egyptian,2015-09-03,2,6
3014,3014,Aisha,Al Shamsi,F,Emirati,2014-04-28,4,10
3015,3015,Saif,Al Nuaimi,M,Emirati,2006-10-08,12,34
3016,3016,Zayed,Al Saadi,M,Emirati,2010-06-04,8,23
3017,3017,Zayed,Al Falahi,M,Lebanese,2011-08-08,8,22
3018,3018,Fatima,Al Mazrouei,F,Canadian,2017-12-28,2,5
3019,3019,Sara,Al Nuaimi,F,Emirati,2014-08-10,3,7
3020,3020,Noor,Al Falahi,F,Indian,2016-02-19,3,9
3021,3021,Mohammed,Al Falahi,M,Palestinian,2018-05-12,1,2
3022,3022,Salem,Al Rashedi,M,Emirati,2006-05-08,12,35
3023,3023,Saif,Al Suwaidi,M,Emirati,2014-04-29,4,10
3024,3024,Reem,Al Suwaidi,F,Emirati,2018-12-02,1,2
3025,3025,Salem,Al Falahi,M,British,2008-06-06,9,26
3026,3026,Salem,Al Saadi,M,Emirati,2013-03-01,5,15
3027,3027,Layla,Al Mazrouei,F,Pakistani,2012-05-25,5,14
3028,3028,Hassan,Al Shamsi,M,Emirati,2013-08-15,4,11
3029,3029,Ahmed,Al Suwaidi,M,Lebanese,2012-03-30,6,16
3030,3030,Reem,Al Murri,F,Emirati,2009-05-05,8,23
3031,3031,Salem,Al Zarooni,M,Pakistani,2016-07-01,3,8
3032,3032,Omar,Al Murri,M,Pakistani,2006-06-20,12,35
3033,3033,Aisha,Al Shamsi,F,Palestinian,2007-11-24,12,35
3034,3034,Salem,Al Nuaimi,M,Egyptian,2015-05-08,4,11
3035,3035,Salem,Al Murri,M,Emirati,2008-08-10,10,29
3036,3036,Fatima,Al Murri,F,Emirati,2015-10-10,2,6
3037,3037,Fatima,Al Suwaidi,F,Arab (Other),2009-10-31,9,26
3038,3038,Omar,Al Murri,M,Jordanian,2009-08-03,8,24
3039,3039,Lina,Al Mazrouei,F,Jordanian,2006-10-08,12,35
3040,3040,Ali,Al Mazrouei,M,Indian,2013-10-03,5,13
3041,3041,Salem,Al Mansoori,M,Indian,2009-02-09,8,24
3042,3042,Yousef,Al Mazrouei,M,Bangladeshi,2015-12-02,2,5
3043,3043,Zayed,Al Saadi,M,Emirati,2012-03-07,6,16
3044,3044,Zayed,Al Suwaidi,M,Indian,2005-11-11,12,35
3045,3045,Zayed,Al Zarooni,M,British,2011-05-21,7,19
3046,3046,Aisha,Al Suwaidi,F,African,2012-06-01,5,13
3047,3047,Yasmin,Al Nuaimi,F,Emirati,2007-11-21,10,30
3048,3048,Khalid,Al Murri,M,Indian,2006-02-25,11,31
3049,3049,Salem,Al Rashedi,M,Pakistani,2016-05-14,1,2
3050,3050,Omar,Al Saadi,M,Emirati,2008-05-29,9,26
3051,3051,Aisha,Al Rashedi,F,Arab (Other),2016-04-24,1,3
3052,3052,Hassan,Al Rashedi,M,Emirati,2007-06-29,12,34
3053,3053,Reem,Al Falahi,F,Emirati,2010-10-27,7,20
3054,3054,Omar,Al Mazrouei,M,Emirati,2006-12-07,12,34
3055,3055,Zayed,Al Mazrouei,M,African,2011-01-24,7,19
3056,3056,Lina,Al Shamsi,F,Emirati,2006-11-04,12,35
3057,3057,Omar,Al Shamsi,M,British,2016-10-23,2,4
3058,3058,Reem,Al Saadi,F,Indian,2009-01-20,10,30
3059,3059,Saif,Al Nuaimi,M,British,2014-02-07,5,15
3060,3060,Reem,Al Falahi,F,Emirati,2016-09-13,2,4
3061,3061,Noor,Al Shamsi,F,Indian,2006-04-12,12,34
3062,3062,Ahmed,Al Mansoori,M,Bangladeshi,2017-04-16,2,6
3063,3063,Hind,Al Falahi,F,Emirati,2017-09-11,2,6
3064,3064,Mohammed,Al Saadi,M,Pakistani,2008-06-04,11,31
3065,3065,Sara,Al Suwaidi,F,Other,2012-05-28,7,21
3066,3066,Mohammed,Al Zarooni,M,Arab (Other),2014-12-23,4,10
3067,3067,Salem,Al Mazrouei,M,African,2008-07-13,10,29
3068,3068,Ali,Al Mazrouei,M,Indian,2012-11-22,7,19
3069,3069,Salem,Al Saadi,M,Pakistani,2016-03-27,2,6
3070,3070,Mohammed,Al Saadi,M,Egyptian,2017-06-21,2,4
3071,3071,Ahmed,Al Nuaimi,M,Pakistani,2006-02-04,12,34
3072,3072,Khalid,Al Murri,M,Syrian,2015-06-09,3,9
3073,3073,Sara,Al Suwaidi,F,Pakistani,2011-08-27,6,16
3074,3074,Reem,Al Rashedi,F,Lebanese,2007-07-19,11,32
3075,3075,Lina,Al Rashedi,F,Other,2016-07-08,3,7
3076,3076,Yousef,Al Nuaimi,M,Arab (Other),2007-07-06,11,31
3077,3077,Mariam,Al Suwaidi,F,British,2013-08-22,6,18
3078,3078,Ali,Al Suwaidi,M,Pakistani,2013-07-15,5,13
3079,3079,Yasmin,Al Falahi,F,Indian,2014-02-26,4,12
3080,3080,Sara,Al Nuaimi,F,Palestinian,2008-12-24,11,32
3081,3081,Omar,Al Falahi,M,Emirati,2014-12-11,5,15
3082,3082,Omar,Al Mansoori,M,Emirati,2018-04-09,1,2
3083,3083,Omar,Al Saadi,M,Arab (Other),2016-10-09,3,7
3084,3084,Mohammed,Al Zarooni,M,Emirati,2011-03-21,7,20
3085,3085,Yousef,Al Rashedi,M,Pakistani,2018-01-20,1,2
3086,3086,Lina,Al Shamsi,F,Egyptian,2014-03-01,3,7
3087,3087,Noor,Al Falahi,F,Pakistani,2016-03-25,3,8
3088,3088,Lina,Al Rashedi,F,Emirati,2008-03-01,10,29
3089,3089,Noor,Al Mansoori,F,Indian,2010-05-04,7,20
3090,3090,Saif,Al Falahi,M,British,2006-05-28,11,31
3091,3091,Noor,Al Mazrouei,F,Lebanese,2012-02-18,5,13
3092,3092,Mariam,Al Shamsi,F,Palestinian,2007-11-18,10,29
3093,3093,Ahmed,Al Suwaidi,M,Emirati,2017-09-12,1,1
3094,3094,Lina,Al Falahi,F,Indian,2013-12-08,6,18
3095,3095,Hassan,Al Rashedi,M,Bangladeshi,2011-07-26,6,16
3096,3096,Sara,Al Murri,F,Bangladeshi,2014-07-10,4,11
3097,3097,Mariam,Al Falahi,F,Pakistani,2016-08-02,3,9
3098,3098,Hind,Al Rashedi,F,Bangladeshi,2013-11-08,4,10
3099,3099,Hind,Al Falahi,F,Arab (Other),2017-08-24,1,2
3100,3100,Zayed,Al Shamsi,M,Egyptian,2017-08-16,2,5
3101,3101,Hassan,Al Nuaimi,M,Indian,2015-03-13,4,12
3102,3102,Ahmed,Al Zarooni,M,Palestinian,2008-03-23,9,27
3103,3103,Hind,Al Shamsi,F,Palestinian,2009-06-15,10,29
3104,3104,Sara,Al Zarooni,F,Jordanian,2014-03-31,4,10
3105,3105,Saif,Al Falahi,M,Pakistani,2017-06-07,2,6
3106,3106,Yousef,Al Murri,M,Emirati,2009-06-23,8,23
3107,3107,Khalid,Al Rashedi,M,American,2014-07-13,3,8
3108,3108,Khalid,Al Suwaidi,M,Egyptian,2016-12-02,3,7
3109,3109,Yousef,Al Rashedi,M,Jordanian,2006-11-24,12,34
3110,3110,Mohammed,Al Zarooni,M,Egyptian,2013-08-11,4,10
3111,3111,Salem,Al Rashedi,M,Emirati,2017-11-04,2,5
3112,3112,Mohammed,Al Falahi,M,Palestinian,2013-07-03,6,16
3113,3113,Reem,Al Suwaidi,F,American,2011-07-22,8,23
3114,3114,Mohammed,Al Murri,M,Indian,2015-03-22,2,4
3115,3115,Khalid,Al Zarooni,M,Pakistani,2018-08-03,1,1
3116,3116,Salem,Al Falahi,M,Emirati,2010-11-13,8,22
3117,3117,Salem,Al Mansoori,M,Emirati,2018-04-05,1,3
3118,3118,Noor,Al Nuaimi,F,Emirati,2015-12-13,3,8
3119,3119,Zayed,Al Saadi,M,Syrian,2013-01-02,5,15
3120,3120,Reem,Al Rashedi,F,Indian,2015-04-22,3,8
3121,3121,Hassan,Al Saadi,M,Other,2009-02-08,8,23
3122,3122,Ali,Al Shamsi,M,Syrian,2009-03-02,10,29
3123,3123,Noor,Al Mazrouei,F,Bangladeshi,2006-08-20,11,31
3124,3124,Hind,Al Nuaimi,F,Pakistani,2016-08-29,1,1
3125,3125,Hind,Al Saadi,F,Emirati,2010-06-14,7,21
3126,3126,Ahmed,Al Nuaimi,M,Bangladeshi,2011-05-06,8,22
3127,3127,Omar,Al Nuaimi,M,Lebanese,2011-07-17,8,23
3128,3128,Yasmin,Al Nuaimi,F,Emirati,2015-09-06,2,4
3129,3129,Yousef,Al Rashedi,M,Emirati,2012-05-25,5,15
3130,3130,Noor,Al Nuaimi,F,Emirati,2017-11-07,2,5
3131,3131,Ahmed,Al Falahi,M,Emirati,2013-10-19,6,17
3132,3132,Reem,Al Suwaidi,F,Canadian,2010-05-13,9,25
3133,3133,Salem,Al Zarooni,M,American,2010-10-02,8,22
3134,3134,Aisha,Al Mansoori,F,Indian,2008-06-24,10,29
3135,3135,Noor,Al Mazrouei,F,British,2017-12-08,1,1
3136,3136,Hind,Al Murri,F,Emirati,2013-08-16,5,13
3137,3137,Fatima,Al Murri,F,Emirati,2012-06-25,6,17
3138,3138,Hassan,Al Mansoori,M,African,2010-11-11,8,23
3139,3139,Ali,Al Shamsi,M,Lebanese,2015-03-26,4,11
3140,3140,Salem,Al Shamsi,M,Indian,2016-03-11,1,2
3141,3141,Ali,Al Rashedi,M,Emirati,2014-02-26,4,12
3142,3142,Ahmed,Al Nuaimi,M,Pakistani,2007-04-02,11,33
3143,3143,Fatima,Al Murri,F,Bangladeshi,2012-12-16,6,16
3144,3144,Layla,Al Saadi,F,Emirati,2014-01-03,4,12
3145,3145,Hassan,Al Shamsi,M,American,2010-12-09,7,21
3146,3146,Sara,Al Shamsi,F,American,2010-07-11,9,26
3147,3147,Saif,Al Shamsi,M,Indian,2013-11-29,6,16
3148,3148,Layla,Al Saadi,F,Lebanese,2011-04-09,8,22
3149,3149,Mohammed,Al Falahi,M,Canadian,2010-07-22,9,26
3150,3150,Zayed,Al Falahi,M,Palestinian,2011-09-24,8,24
3151,3151,Ahmed,Al Saadi,M,Emirati,2008-01-26,11,31
3152,3152,Lina,Al Shamsi,F,Syrian,2015-04-15,2,5
3153,3153,Hassan,Al Nuaimi,M,Canadian,2010-03-27,7,19
3154,3154,Lina,Al Rashedi,F,Arab (Other),2008-04-15,9,25
3155,3155,Yousef,Al Shamsi,M,Pakistani,2008-01-13,11,33
3156,3156,Noor,Al Nuaimi,F,Arab (Other),2009-03-16,10,28
3157,3157,Yousef,Al Saadi,M,British,2014-02-09,5,15
3158,3158,Yousef,Al Shamsi,M,Palestinian,2012-12-19,5,15
3159,3159,Sara,Al Zarooni,F,British,2005-10-23,12,36
3160,3160,Sara,Al Shamsi,F,Emirati,2017-05-04,1,1
3161,3161,Ali,Al Nuaimi,M,American,2016-04-07,2,4
3162,3162,Omar,Al Shamsi,M,Jordanian,2012-06-29,6,17
3163,3163,Hassan,Al Falahi,M,Indian,2015-06-12,2,5
3164,3164,Zayed,Al Saadi,M,Palestinian,2012-11-07,7,19
3165,3165,Zayed,Al Saadi,M,Lebanese,2010-12-27,7,21
3166,3166,Omar,Al Nuaimi,M,Emirati,2011-09-22,7,20
3167,3167,Aisha,Al Saadi,F,Pakistani,2008-07-01,10,29
3168,3168,Lina,Al Mazrouei,F,Indian,2014-06-14,5,14
3169,3169,Noor,Al Zarooni,F,Emirati,2013-02-04,4,12
3170,3170,Hind,Al Murri,F,Jordanian,2011-05-03,7,19
3171,3171,Reem,Al Rashedi,F,Bangladeshi,2015-07-24,3,7
3172,3172,Aisha,Al Mansoori,F,Canadian,2013-02-04,6,18
3173,3173,Lina,Al Shamsi,F,American,2012-01-03,7,21
3174,3174,Fatima,Al Falahi,F,Emirati,2016-09-02,3,8
3175,3175,Hind,Al Rashedi,F,Bangladeshi,2016-11-22,3,8
3176,3176,Ahmed,Al Suwaidi,M,Lebanese,2013-02-24,5,14
3177,3177,Sara,Al Zarooni,F,Jordanian,2005-10-16,12,34
3178,3178,Layla,Al Falahi,F,Indian,2012-09-04,7,21
3179,3179,Yasmin,Al Mansoori,F,British,2016-03-12,2,6
3180,3180,Zayed,Al Zarooni,M,British,2018-01-05,1,3
